תאריך,מספר לקוחות,Carciofi Alla Giodia,חציל פרמז'ן,טירמיסו,טליאטה די מנזו,כבדי עוף ובצל מטוגן,לברק שלם,לזניה בולונז,לינגוויני ארביאטה,לינגוויני ירקות,מאצי 4 גבינות,מאצי רוזה אפונה ובייקון,מבחר פטריות,נמסיס,סלט חסה גדול,סלט קולורבי,סלט קיסר,עוגת גבינה,פוקצ'ת הבית,פטוצ'יני תרד גורגונזולה,פנה קרבונרה,פסטה בולונז,פפרדלה פטריות ושמנת,פרגיות,קרפצ'יו בקר אורוגולה ופרמז'ן,שרימפס אליו פפרונצ'ינו,טורטלוני,פילה דג,פסטה פירות ים,ריזוטו,יום בשבוע,חודש
2023-04-01,353.0,12.0,30.0,39.0,9.0,11.0,5.0,31.0,23.0,14.0,12.0,20.0,30.0,13.0,21,23.0,17.0,7.0,114,76.0,46.0,24.0,39.0,20.0,33.0,15.0,48.0,25.0,15.0,3.0,7,4
2023-03-31,418.0,16.0,35.0,44.0,22.0,7.0,8.0,47.0,16.0,24.0,11.0,20.0,31.0,16.0,16,17.0,29.0,10.0,108,66.0,44.0,27.0,30.0,20.0,45.0,18.0,42.0,29.0,13.0,14.0,6,3
2023-03-30,426.0,9.0,42.0,23.0,14.0,10.0,1.0,28.0,16.0,4.0,10.0,13.0,29.0,9.0,18,16.0,29.0,8.0,93,52.0,30.0,21.0,16.0,7.0,26.0,15.0,28.0,23.0,10.0,2.0,5,3
2023-03-29,282.0,8.0,13.0,18.0,11.0,7.0,5.0,17.0,15.0,6.0,1.0,17.0,22.0,6.0,9,14.0,20.0,9.0,83,33.0,17.0,8.0,24.0,6.0,26.0,9.0,31.0,14.0,10.0,7.0,4,3
2023-03-28,347.0,5.0,20.0,28.0,16.0,12.0,5.0,35.0,14.0,9.0,1.0,9.0,25.0,8.0,20,20.0,21.0,8.0,92,38.0,21.0,16.0,18.0,4.0,21.0,21.0,25.0,15.0,8.0,0.0,3,3
2023-03-27,294.0,5.0,8.0,15.0,5.0,4.0,1.0,16.0,7.0,9.0,1.0,6.0,10.0,7.0,12,10.0,9.0,9.0,45,32.0,14.0,13.0,12.0,2.0,16.0,6.0,16.0,8.0,2.0,0.0,2,3
2023-03-26,298.0,6.0,17.0,19.0,6.0,2.0,4.0,15.0,4.0,12.0,19.0,14.0,10.0,5.0,11,7.0,12.0,7.0,61,44.0,19.0,8.0,22.0,4.0,25.0,9.0,16.0,14.0,5.0,0.0,1,3
2023-03-25,356.0,15.0,26.0,44.0,11.0,12.0,2.0,42.0,14.0,19.0,7.0,15.0,33.0,17.0,14,23.0,23.0,14.0,100,54.0,37.0,36.0,38.0,6.0,27.0,12.0,42.0,28.0,30.0,9.0,7,3
2023-03-24,420.0,14.0,44.0,44.0,19.0,10.0,4.0,3.0,8.0,12.0,17.0,12.0,28.0,21.0,16,31.0,31.0,9.0,122,80.0,39.0,34.0,35.0,17.0,36.0,24.0,26.0,40.0,15.0,10.0,6,3
2023-03-23,330.0,5.0,19.0,16.0,6.0,3.0,5.0,14.0,2.0,4.0,1.0,6.0,10.0,9.0,12,8.0,22.0,2.0,67,46.0,13.0,12.0,21.0,2.0,22.0,8.0,30.0,11.0,8.0,0.0,5,3
2023-03-22,303.0,14.0,25.0,21.0,8.0,4.0,4.0,24.0,11.0,13.0,1.0,11.0,21.0,16.0,15,17.0,31.0,9.0,95,49.0,25.0,23.0,29.0,16.0,23.0,15.0,30.0,10.0,5.0,0.0,4,3
2023-03-21,369.0,11.0,14.0,35.0,17.0,11.0,1.0,27.0,20.0,17.0,5.0,10.0,26.0,3.0,21,21.0,18.0,5.0,80,52.0,25.0,12.0,22.0,10.0,27.0,17.0,28.0,13.0,8.0,0.0,3,3
2023-03-20,283.0,10.0,16.0,31.0,13.0,6.0,5.0,17.0,10.0,10.0,13.0,9.0,16.0,7.0,16,13.0,20.0,9.0,86,42.0,22.0,15.0,18.0,6.0,21.0,9.0,29.0,7.0,3.0,0.0,2,3
2023-03-19,290.0,4.0,18.0,15.0,2.0,3.0,1.0,18.0,7.0,8.0,4.0,9.0,12.0,7.0,12,8.0,13.0,5.0,62,39.0,26.0,6.0,26.0,4.0,26.0,7.0,24.0,8.0,6.0,0.0,1,3
2023-03-18,371.0,15.0,38.0,36.0,13.0,13.0,7.0,52.0,15.0,26.0,12.0,14.0,41.0,21.0,22,17.0,25.0,10.0,139,67.0,40.0,36.0,43.0,16.0,39.0,24.0,51.0,29.0,17.0,1.0,7,3
2023-03-17,362.0,12.0,27.0,50.0,13.0,11.0,8.0,44.0,14.0,6.0,11.0,15.0,40.0,18.0,17,24.0,23.0,17.0,115,72.0,32.0,40.0,40.0,22.0,39.0,18.0,24.0,30.0,9.0,14.0,6,3
2023-03-16,439.0,13.0,28.0,24.0,16.0,8.0,5.0,26.0,12.0,17.0,2.0,9.0,29.0,8.0,10,13.0,30.0,5.0,89,42.0,28.0,10.0,31.0,6.0,39.0,22.0,30.0,19.0,5.0,0.0,5,3
2023-03-15,303.0,8.0,30.0,33.0,8.0,13.0,4.0,22.0,11.0,12.0,15.0,9.0,18.0,7.0,19,22.0,18.0,11.0,91,55.0,13.0,11.0,24.0,9.0,25.0,11.0,22.0,5.0,9.0,0.0,4,3
2023-03-14,290.0,9.0,19.0,34.0,4.0,14.0,4.0,18.0,13.0,10.0,1.0,6.0,24.0,8.0,16,18.0,18.0,10.0,74,35.0,21.0,16.0,16.0,6.0,21.0,18.0,19.0,23.0,3.0,5.0,3,3
2023-03-13,326.0,7.0,22.0,21.0,6.0,16.0,4.0,27.0,5.0,8.0,3.0,5.0,25.0,10.0,11,19.0,23.0,9.0,85,42.0,19.0,11.0,21.0,9.0,15.0,16.0,30.0,15.0,3.0,9.0,2,3
2023-03-12,293.0,6.0,20.0,12.0,11.0,6.0,2.0,17.0,8.0,4.0,9.0,6.0,12.0,7.0,10,8.0,17.0,4.0,60,37.0,18.0,8.0,22.0,6.0,18.0,10.0,19.0,12.0,5.0,1.0,1,3
2023-03-11,371.0,17.0,34.0,40.0,20.0,12.0,7.0,38.0,9.0,16.0,9.0,19.0,38.0,9.0,32,29.0,34.0,13.0,118,79.0,41.0,29.0,39.0,14.0,44.0,17.0,43.0,36.0,11.0,0.0,7,3
2023-03-10,400.0,9.0,39.0,49.0,27.0,7.0,4.0,39.0,19.0,19.0,1.0,18.0,39.0,15.0,33,23.0,18.0,12.0,106,76.0,33.0,31.0,36.0,19.0,37.0,8.0,42.0,41.0,18.0,19.0,6,3
2023-03-09,361.0,6.0,15.0,13.0,4.0,2.0,2.0,20.0,7.0,8.0,1.0,8.0,12.0,3.0,12,3.0,22.0,2.0,42,39.0,21.0,2.0,18.0,4.0,22.0,7.0,22.0,14.0,8.0,8.0,5,3
2023-03-08,372.0,11.0,24.0,29.0,16.0,7.0,3.0,23.0,13.0,8.0,2.0,16.0,26.0,12.0,20,19.0,11.0,5.0,94,49.0,33.0,18.0,20.0,9.0,38.0,15.0,29.0,16.0,10.0,8.0,4,3
2023-03-07,338.0,12.0,23.0,35.0,20.0,11.0,5.0,40.0,12.0,9.0,12.0,6.0,20.0,8.0,16,21.0,18.0,10.0,101,43.0,32.0,18.0,16.0,8.0,27.0,19.0,32.0,16.0,9.0,11.0,3,3
2023-03-06,271.0,12.0,15.0,28.0,8.0,10.0,2.0,24.0,18.0,11.0,9.0,8.0,31.0,13.0,16,16.0,16.0,7.0,77,22.0,20.0,20.0,26.0,10.0,25.0,9.0,28.0,3.0,5.0,0.0,2,3
2023-03-05,234.0,10.0,12.0,17.0,6.0,3.0,2.0,12.0,11.0,5.0,8.0,11.0,11.0,4.0,17,11.0,6.0,2.0,39,28.0,14.0,12.0,17.0,3.0,15.0,2.0,20.0,5.0,5.0,0.0,1,3
2023-03-04,320.0,12.0,33.0,41.0,12.0,13.0,9.0,35.0,15.0,12.0,1.0,10.0,27.0,20.0,18,21.0,35.0,14.0,102,54.0,34.0,34.0,47.0,12.0,36.0,15.0,40.0,28.0,10.0,0.0,7,3
2023-03-03,356.0,14.0,34.0,37.0,28.0,11.0,7.0,34.0,15.0,18.0,5.0,15.0,21.0,14.0,27,26.0,27.0,8.0,103,71.0,34.0,41.0,20.0,16.0,33.0,19.0,39.0,32.0,16.0,0.0,6,3
2023-03-02,388.0,8.0,23.0,29.0,13.0,8.0,8.0,16.0,13.0,17.0,1.0,8.0,23.0,8.0,18,17.0,15.0,6.0,88,47.0,25.0,11.0,30.0,9.0,25.0,13.0,29.0,15.0,7.0,0.0,5,3
2023-03-01,303.0,7.0,14.0,25.0,9.0,2.0,5.0,16.0,6.0,7.0,9.0,5.0,18.0,6.0,11,21.0,9.0,5.0,62,27.0,18.0,11.0,12.0,2.0,13.0,11.0,13.0,5.0,4.0,0.0,4,3
2023-02-28,323.0,12.0,19.0,40.0,9.0,6.0,5.0,34.0,8.0,11.0,8.0,9.0,30.0,8.0,18,24.0,24.0,12.0,96,45.0,24.0,23.0,26.0,4.0,28.0,8.0,18.0,12.0,7.0,0.0,3,2
2023-02-27,289.0,14.0,27.0,32.0,12.0,11.0,3.0,22.0,8.0,9.0,1.0,13.0,17.0,4.0,20,23.0,16.0,8.0,80,48.0,15.0,14.0,21.0,2.0,23.0,7.0,16.0,9.0,3.0,0.0,2,2
2023-02-26,252.0,9.0,21.0,18.0,13.0,3.0,5.0,10.0,8.0,4.0,12.0,9.0,15.0,7.0,11,13.0,14.0,5.0,56,26.0,22.0,8.0,14.0,2.0,20.0,13.0,17.0,11.0,2.0,0.0,1,2
2023-02-25,330.0,16.0,39.0,28.0,12.0,13.0,6.0,35.0,20.0,12.0,12.0,15.0,30.0,22.0,18,18.0,29.0,11.0,105,61.0,35.0,29.0,41.0,18.0,26.0,14.0,42.0,25.0,13.0,0.0,7,2
2023-02-24,317.0,20.0,41.0,40.0,23.0,11.0,10.0,48.0,17.0,23.0,7.0,10.0,8.0,11.0,22,23.0,24.0,11.0,105,58.0,36.0,27.0,38.0,17.0,25.0,24.0,40.0,21.0,14.0,0.0,6,2
2023-02-23,434.0,11.0,35.0,50.0,16.0,10.0,3.0,21.0,13.0,15.0,1.0,5.0,27.0,9.0,18,11.0,25.0,9.0,105,50.0,38.0,13.0,20.0,6.0,26.0,20.0,31.0,17.0,11.0,0.0,5,2
2023-02-22,345.0,12.0,28.0,44.0,18.0,20.0,4.0,18.0,10.0,7.0,10.0,12.0,29.0,12.0,23,30.0,13.0,15.0,96,42.0,26.0,15.0,33.0,9.0,27.0,14.0,29.0,14.0,5.0,0.0,4,2
2023-02-21,294.0,13.0,23.0,28.0,9.0,5.0,3.0,14.0,10.0,10.0,6.0,7.0,25.0,12.0,14,9.0,22.0,8.0,93,38.0,14.0,14.0,22.0,7.0,21.0,14.0,24.0,7.0,13.0,0.0,3,2
2023-02-20,311.0,0.0,18.0,31.0,10.0,4.0,2.0,12.0,7.0,5.0,19.0,15.0,28.0,10.0,18,19.0,17.0,8.0,78,39.0,16.0,18.0,30.0,7.0,16.0,10.0,33.0,7.0,6.0,0.0,2,2
2023-02-19,295.0,19.0,17.0,20.0,5.0,4.0,4.0,17.0,8.0,10.0,0.0,6.0,16.0,7.0,12,15.0,19.0,3.0,62,41.0,10.0,8.0,18.0,4.0,22.0,10.0,21.0,14.0,10.0,0.0,1,2
2023-02-18,384.0,14.0,44.0,42.0,15.0,16.0,3.0,41.0,16.0,19.0,7.0,15.0,36.0,19.0,18,21.0,40.0,13.0,148,33.0,33.0,24.0,26.0,13.0,34.0,21.0,44.0,20.0,9.0,5.0,7,2
2023-02-17,362.5,13.0,37.0,42.0,24.0,14.0,5.0,42.0,11.0,21.0,13.0,8.0,28.0,19.0,22,22.0,28.0,16.0,114,62.0,38.0,30.0,33.0,13.0,43.0,19.0,46.0,40.0,12.0,11.0,6,2
2023-02-16,339.0,21.0,21.0,34.0,8.0,4.0,3.0,14.0,5.0,9.0,1.0,7.0,31.0,6.0,7,19.0,14.0,3.0,100,40.0,16.0,14.0,39.0,11.0,21.0,16.0,31.0,12.0,4.0,0.0,5,2
2023-02-15,365.0,11.0,24.0,30.0,14.0,9.0,1.0,26.0,10.0,4.0,6.0,13.0,19.0,9.0,10,23.0,21.0,13.0,94,59.0,23.0,16.0,27.0,10.0,18.0,14.0,34.0,13.0,8.0,9.0,4,2
2023-02-14,333.0,14.0,24.0,27.0,10.0,10.0,6.0,20.0,4.0,10.0,11.0,5.0,27.0,10.0,11,18.0,22.0,5.0,105,51.0,17.0,12.0,24.0,3.0,26.0,13.0,34.0,11.0,7.0,8.0,3,2
2023-02-13,311.0,17.0,29.0,27.0,6.0,8.0,5.0,21.0,8.0,11.0,13.0,5.0,23.0,12.0,19,14.0,19.0,9.0,91,44.0,23.0,9.0,22.0,10.0,19.0,14.0,32.0,8.0,7.0,0.0,2,2
2023-02-12,264.0,15.0,23.0,15.0,10.0,4.0,3.0,20.0,12.0,8.0,11.0,9.0,24.0,4.0,12,6.0,14.0,5.0,58,40.0,15.0,13.0,12.0,3.0,18.0,11.0,15.0,8.0,6.0,3.0,1,2
2023-02-11,332.0,12.0,51.0,48.0,18.0,13.0,3.0,39.0,16.0,16.0,11.0,17.0,35.0,15.0,22,25.0,24.0,15.0,140,77.0,32.0,31.0,46.0,20.0,36.0,12.0,43.0,24.0,10.0,3.0,7,2
2023-02-10,368.0,19.0,46.0,39.0,18.0,18.0,13.0,40.0,11.0,15.0,5.0,7.0,38.0,11.0,21,21.0,25.0,14.0,125,64.0,27.0,32.0,18.0,15.0,27.0,23.0,43.0,32.0,17.0,18.0,6,2
2023-02-09,361.0,14.0,33.0,35.0,16.0,10.0,8.0,29.0,13.0,12.0,19.0,10.0,33.0,10.0,19,21.0,23.0,9.0,114,47.0,24.0,8.0,39.0,1.0,26.0,17.0,37.0,24.0,4.0,0.0,5,2
2023-02-08,314.0,12.0,18.0,38.0,17.0,7.0,4.0,20.0,4.0,7.0,7.0,10.0,18.0,3.0,18,8.0,27.0,12.0,89,41.0,22.0,17.0,18.0,3.0,28.0,11.0,24.0,18.0,9.0,0.0,4,2
2023-02-07,274.0,12.0,18.0,29.0,13.0,7.0,6.0,18.0,9.0,4.0,1.0,10.0,19.0,11.0,19,16.0,16.0,11.0,79,34.0,21.0,19.0,26.0,7.0,19.0,8.0,23.0,16.0,8.0,0.0,3,2
2023-02-06,243.0,5.0,13.0,24.0,4.0,5.0,3.0,20.0,10.0,7.0,17.0,12.0,13.0,6.0,7,17.0,12.0,5.0,62,37.0,24.0,14.0,18.0,11.0,14.0,9.0,19.0,12.0,1.0,0.0,2,2
2023-02-05,304.0,14.0,23.0,20.0,6.0,5.0,4.0,16.0,10.0,9.0,1.0,8.0,18.0,6.0,7,13.0,17.0,3.0,63,32.0,17.0,7.0,23.0,1.0,22.0,6.0,21.0,10.0,4.0,0.0,1,2
2023-02-04,366.5,9.0,36.0,35.0,22.0,10.0,7.0,39.0,15.0,17.0,8.0,18.0,29.0,16.0,25,16.0,37.0,8.0,137,33.0,37.0,32.0,19.0,8.0,37.0,20.0,29.0,33.0,8.0,0.0,7,2
2023-02-03,386.0,12.0,34.0,46.0,12.0,13.0,6.0,52.0,13.0,15.0,1.0,20.0,33.0,18.0,20,22.0,22.0,15.0,113,52.0,31.0,35.0,32.0,9.0,38.0,24.0,46.0,34.0,7.0,0.0,6,2
2023-02-02,397.0,14.0,21.0,35.0,20.0,15.0,9.0,23.0,11.0,15.0,5.0,14.0,16.0,9.0,19,28.0,23.0,9.0,97,68.0,16.0,19.0,17.0,13.0,30.0,12.0,36.0,14.0,3.0,0.0,5,2
2023-02-01,332.0,12.0,24.0,36.0,16.0,6.0,5.0,21.0,10.0,9.0,21.0,7.0,21.0,6.0,11,16.0,13.0,13.0,84,38.0,14.0,18.0,29.0,9.0,24.0,14.0,34.0,11.0,2.0,0.0,4,2
2023-01-31,307.0,12.0,15.0,22.0,12.0,10.0,6.0,22.0,10.0,11.0,7.0,7.0,29.0,10.0,16,19.0,25.0,7.0,68,34.0,19.0,10.0,19.0,7.0,19.0,13.0,29.0,14.0,3.0,0.0,3,1
2023-01-30,336.0,11.0,25.0,32.0,7.0,10.0,4.0,21.0,9.0,13.0,7.0,7.0,22.0,9.0,13,19.0,16.0,9.0,84,37.0,16.0,18.0,29.0,6.0,13.0,8.0,25.0,12.0,4.0,0.0,2,1
2023-01-29,299.0,10.0,19.0,26.0,4.0,5.0,6.0,19.0,9.0,11.0,5.0,7.0,21.0,9.0,7,11.0,10.0,5.0,63,44.0,19.0,9.0,20.0,4.0,17.0,8.0,23.0,9.0,6.0,0.0,1,1
2023-01-28,404.0,8.0,45.0,39.0,11.0,11.0,6.0,50.0,16.0,16.0,16.0,16.0,31.0,17.0,20,32.0,29.0,9.0,143,65.0,38.0,27.0,41.0,19.0,37.0,22.0,43.0,30.0,10.0,0.0,7,1
2023-01-27,327.0,15.0,28.0,29.0,16.0,6.0,6.0,43.0,17.0,23.0,10.0,12.0,32.0,15.0,31,31.0,22.0,7.0,102,65.0,28.0,44.0,25.0,20.0,26.0,21.0,42.0,27.0,11.0,4.0,6,1
2023-01-26,415.0,9.0,28.0,35.0,5.0,12.0,9.0,27.0,19.0,7.0,13.0,8.0,24.0,11.0,12,24.0,35.0,7.0,119,49.0,19.0,18.0,30.0,6.0,28.0,9.0,33.0,23.0,1.0,5.0,5,1
2023-01-25,318.0,5.0,16.0,32.0,11.0,6.0,4.0,18.0,5.0,7.0,17.0,3.0,20.0,10.0,9,17.0,22.0,4.0,80,57.0,11.0,12.0,32.0,5.0,20.0,6.0,29.0,14.0,0.0,12.0,4,1
2023-01-24,292.0,12.0,23.0,39.0,9.0,13.0,8.0,22.0,8.0,9.0,8.0,6.0,28.0,10.0,21,15.0,18.0,6.0,101,55.0,29.0,24.0,11.0,4.0,28.0,15.0,21.0,12.0,4.0,8.0,3,1
2023-01-23,322.0,9.0,21.0,29.0,5.0,12.0,3.0,27.0,10.0,7.0,2.0,7.0,22.0,8.0,12,16.0,15.0,9.0,87,44.0,26.0,15.0,26.0,6.0,14.0,10.0,24.0,16.0,5.0,0.0,2,1
2023-01-22,314.0,16.0,23.0,16.0,9.0,1.0,8.0,21.0,5.0,7.0,12.0,3.0,18.0,7.0,5,15.0,21.0,4.0,60,35.0,14.0,11.0,24.0,3.0,23.0,12.0,22.0,6.0,2.0,10.0,1,1
2023-01-21,395.0,9.0,40.0,45.0,15.0,16.0,6.0,32.0,18.0,19.0,1.0,23.0,15.0,18.0,20,22.0,32.0,11.0,142,68.0,41.0,24.0,25.0,17.0,40.0,15.0,43.0,22.0,13.0,12.0,7,1
2023-01-20,357.0,10.0,42.0,50.0,18.0,10.0,13.0,39.0,16.0,22.0,8.0,21.0,18.0,9.0,21,25.0,24.0,4.0,112,55.0,32.0,41.0,21.0,4.0,31.0,21.0,43.0,34.0,12.0,7.0,6,1
2023-01-19,361.0,11.0,23.0,27.0,17.0,13.0,3.0,30.0,15.0,24.0,14.0,13.0,27.0,11.0,19,26.0,17.0,8.0,115,57.0,30.0,13.0,39.0,9.0,32.0,20.0,35.0,18.0,9.0,0.0,5,1
2023-01-18,309.0,9.0,25.0,49.0,9.0,12.0,8.0,24.0,12.0,14.0,10.0,8.0,21.0,9.0,13,8.0,20.0,4.0,91,45.0,26.0,12.0,22.0,5.0,19.0,12.0,32.0,8.0,10.0,0.0,4,1
2023-01-17,333.0,15.0,18.0,44.0,11.0,13.0,15.0,24.0,10.0,11.0,12.0,10.0,23.0,10.0,15,16.0,18.0,10.0,90,39.0,27.0,23.0,27.0,16.0,24.0,19.0,25.0,19.0,1.0,0.0,3,1
2023-01-16,300.0,13.0,28.0,33.0,6.0,5.0,2.0,25.0,9.0,11.0,11.0,12.0,19.0,14.0,10,10.0,22.0,5.0,64,45.0,17.0,12.0,27.0,8.0,16.0,2.0,29.0,12.0,0.0,0.0,2,1
2023-01-15,300.0,12.0,25.0,13.0,11.0,3.0,4.0,16.0,9.0,12.0,24.0,7.0,21.0,11.0,11,14.0,15.0,9.0,72,45.0,8.0,14.0,17.0,5.0,19.0,9.0,21.0,13.0,9.0,0.0,1,1
2023-01-14,412.0,20.0,45.0,34.0,15.0,13.0,13.0,49.0,18.0,14.0,11.0,24.0,25.0,14.0,21,15.0,36.0,9.0,130,66.0,35.0,26.0,42.0,16.0,33.0,16.0,43.0,20.0,12.0,0.0,7,1
2023-01-13,354.0,11.0,35.0,52.0,18.0,19.0,7.0,47.0,15.0,16.0,1.0,11.0,17.0,11.0,10,17.0,31.0,13.0,119,50.0,31.0,36.0,32.0,12.0,47.0,18.0,34.0,30.0,12.0,0.0,6,1
2023-01-12,391.0,11.0,26.0,35.0,9.0,14.0,8.0,33.0,23.0,7.0,2.0,15.0,33.0,5.0,20,20.0,30.0,13.0,106,48.0,18.0,18.0,37.0,4.0,31.0,20.0,32.0,11.0,7.0,0.0,5,1
2023-01-11,371.0,17.0,30.0,31.0,9.0,11.0,6.0,23.0,9.0,10.0,1.0,10.0,29.0,7.0,22,22.0,27.0,6.0,92,40.0,24.0,22.0,21.0,3.0,21.0,15.0,26.0,18.0,13.0,0.0,4,1
2023-01-10,339.0,14.0,11.0,38.0,15.0,7.0,4.0,33.0,12.0,11.0,1.0,11.0,24.0,8.0,17,11.0,24.0,12.0,96,58.0,20.0,11.0,17.0,16.0,33.0,12.0,23.0,16.0,4.0,5.0,3,1
2023-01-09,288.0,19.0,16.0,33.0,13.0,12.0,4.0,18.0,7.0,6.0,16.0,7.0,19.0,11.0,16,18.0,18.0,6.0,69,42.0,23.0,15.0,18.0,7.0,28.0,10.0,13.0,12.0,3.0,11.0,2,1
2023-01-08,255.0,6.0,14.0,13.0,7.0,3.0,2.0,14.0,6.0,6.0,1.0,5.0,13.0,8.0,9,12.0,11.0,6.0,43,40.0,20.0,10.0,20.0,1.0,17.0,3.0,24.0,6.0,5.0,4.0,1,1
2023-01-07,431.0,23.0,37.0,45.0,25.0,17.0,9.0,38.0,19.0,18.0,9.0,16.0,22.0,22.0,28,23.0,35.0,7.0,132,73.0,54.0,42.0,29.0,12.0,45.0,14.0,43.0,24.0,14.0,20.0,7,1
2023-01-06,361.0,15.0,43.0,61.0,4.0,11.0,9.0,49.0,14.0,12.0,25.0,8.0,29.0,15.0,19,25.0,27.0,11.0,104,50.0,36.0,30.0,26.0,13.0,45.0,25.0,39.0,45.0,11.0,5.0,6,1
2023-01-05,409.0,12.0,28.0,31.0,17.0,9.0,5.0,22.0,18.0,8.0,11.0,11.0,27.0,8.0,21,16.0,18.0,8.0,114,66.0,29.0,19.0,25.0,8.0,24.0,20.0,30.0,13.0,10.0,0.0,5,1
2023-01-04,372.0,14.0,15.0,31.0,15.0,9.0,7.0,29.0,11.0,20.0,11.0,11.0,29.0,10.0,18,22.0,28.0,6.0,94,52.0,22.0,15.0,26.0,8.0,17.0,20.0,31.0,8.0,9.0,0.0,4,1
2023-01-03,307.0,18.0,18.0,45.0,9.0,10.0,5.0,24.0,8.0,12.0,10.0,6.0,36.0,13.0,27,12.0,16.0,5.0,102,56.0,23.0,15.0,38.0,10.0,32.0,9.0,32.0,19.0,5.0,0.0,3,1
2023-01-02,306.0,12.0,19.0,39.0,12.0,10.0,5.0,21.0,13.0,10.0,9.0,11.0,27.0,9.0,12,11.0,18.0,10.0,72,32.0,13.0,13.0,25.0,10.0,17.0,11.0,28.0,8.0,2.0,5.0,2,1
2023-01-01,261.0,16.0,26.0,13.0,5.0,9.0,4.0,20.0,6.0,4.0,9.0,9.0,15.0,8.0,5,17.0,15.0,7.0,58,36.0,13.0,11.0,15.0,5.0,16.0,6.0,24.0,13.0,5.0,0.0,1,1
2022-12-31,366.5,13.0,42.0,41.0,16.0,14.0,7.0,58.0,13.0,16.0,10.0,16.0,12.0,10.0,18,20.0,16.0,7.0,144,60.0,48.0,40.0,47.0,13.0,47.0,14.0,45.0,33.0,13.0,21.0,7,12
2022-12-30,376.0,17.0,52.0,54.0,18.0,14.0,6.0,40.0,21.0,15.0,19.0,15.0,30.0,14.0,30,26.0,25.0,9.0,114,65.0,34.0,28.0,38.0,13.0,26.0,14.0,42.0,22.0,19.0,0.0,6,12
2022-12-29,361.0,11.0,31.0,44.0,15.0,11.0,6.0,23.0,20.0,20.0,8.0,15.0,21.0,10.0,14,22.0,18.0,13.0,105,59.0,36.0,19.0,30.0,12.0,34.0,15.0,29.0,19.0,10.0,0.0,5,12
2022-12-28,335.0,10.0,22.0,37.0,10.0,2.0,2.0,24.0,10.0,7.0,9.0,11.0,24.0,6.0,10,22.0,27.0,5.0,99,44.0,28.0,15.0,25.0,7.0,31.0,13.0,26.0,15.0,7.0,0.0,4,12
2022-12-27,345.0,10.0,26.0,44.0,9.0,5.0,5.0,23.0,22.0,15.0,1.0,12.0,28.0,8.0,11,14.0,18.0,12.0,108,32.0,22.0,10.0,15.0,8.0,29.0,16.0,32.0,22.0,6.0,0.0,3,12
2022-12-26,351.0,12.0,23.0,37.0,9.0,3.0,7.0,23.0,18.0,13.0,2.0,10.0,25.0,12.0,11,18.0,23.0,6.0,93,49.0,19.0,19.0,27.0,7.0,28.0,3.0,34.0,20.0,7.0,8.0,2,12
2022-12-25,262.0,7.0,13.0,21.0,5.0,6.0,1.0,17.0,9.0,6.0,1.0,5.0,8.0,5.0,9,10.0,11.0,8.0,57,35.0,14.0,11.0,15.0,4.0,22.0,5.0,22.0,14.0,4.0,9.0,1,12
2022-12-24,407.0,13.0,40.0,40.0,16.0,7.0,11.0,47.0,19.0,23.0,1.0,15.0,24.0,14.0,14,28.0,30.0,11.0,141,78.0,38.0,35.0,18.0,18.0,39.0,18.0,45.0,29.0,17.0,0.0,7,12
2022-12-23,334.0,17.0,45.0,39.0,18.0,14.0,3.0,45.0,10.0,16.0,2.0,13.0,28.0,15.0,14,15.0,18.0,9.0,115,52.0,41.0,31.0,20.0,14.0,37.0,11.0,37.0,33.0,18.0,0.0,6,12
2022-12-22,368.0,10.0,15.0,36.0,6.0,7.0,7.0,19.0,9.0,12.0,9.0,9.0,15.0,12.0,16,13.0,26.0,12.0,96,62.0,32.0,13.0,33.0,8.0,27.0,8.0,28.0,10.0,6.0,11.0,5,12
2022-12-21,344.0,11.0,21.0,33.0,9.0,3.0,1.0,30.0,18.0,7.0,4.0,18.0,26.0,12.0,14,16.0,27.0,5.0,95,59.0,18.0,13.0,26.0,9.0,19.0,13.0,28.0,9.0,8.0,6.0,4,12
2022-12-20,352.0,14.0,28.0,32.0,8.0,3.0,3.0,22.0,10.0,16.0,15.0,5.0,22.0,13.0,12,20.0,23.0,11.0,90,42.0,13.0,24.0,25.0,4.0,26.0,5.0,31.0,12.0,3.0,12.0,3,12
2022-12-19,304.0,3.0,12.0,33.0,8.0,12.0,1.0,12.0,4.0,9.0,8.0,10.0,21.0,12.0,10,24.0,16.0,8.0,91,47.0,29.0,15.0,23.0,8.0,21.0,13.0,25.0,14.0,3.0,9.0,2,12
2022-12-18,263.0,5.0,20.0,14.0,1.0,1.0,1.0,12.0,8.0,8.0,18.0,2.0,6.0,7.0,4,19.0,20.0,5.0,49,31.0,13.0,12.0,24.0,2.0,15.0,6.0,20.0,8.0,3.0,3.0,1,12
2022-12-17,422.0,18.0,34.0,47.0,22.0,14.0,8.0,50.0,12.0,17.0,13.0,17.0,33.0,19.0,22,17.0,36.0,15.0,117,69.0,37.0,29.0,23.0,9.0,42.0,21.0,43.0,24.0,10.0,0.0,7,12
2022-12-16,384.0,14.0,31.0,52.0,18.0,9.0,6.0,50.0,16.0,20.0,1.0,12.0,28.0,16.0,29,13.0,30.0,15.0,117,66.0,45.0,28.0,26.0,15.0,34.0,21.0,45.0,26.0,12.0,6.0,6,12
